,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
39,KIRSTEN_LAST,Memory,0,,,,,,,sunagtumacdlmciqamz.jpg,,,,,0.455,1,,,,,,,,1530914072.579064,1530914070.592241
40,KIRSTEN_LAST,Memory,0,,,,,,,sunaivflshbyfrfzhqb.jpg,,,,,1.611,3,,,,,,,,1530914075.92922,1530914073.937643
41,KIRSTEN_LAST,Memory,0,,,,,,,sunabkmdplkdbvxriff.jpg,,,,,1.358,4,,,,,,,,1530914079.147389,1530914077.159038
42,KIRSTEN_LAST,Memory,0,,,,,,,sunafvsxtzaizojicxx.jpg,,,,,1.888,2,,,,,,,,1530914082.348694,1530914080.364448
43,KIRSTEN_LAST,Memory,0,,,,,,,00851940307fa.jpg,,,,,1.238,1,,,,,,,,1530914085.549792,1530914083.564288
44,KIRSTEN_LAST,Memory,0,,,,,,,sunabckqabszusgcykj.jpg,,,,,1.282,4,,,,,,,,1530914088.767932,1530914086.786579
45,KIRSTEN_LAST,Memory,0,,,,,,,00227940128fa.jpg,,,,,0.003,3,,,,,,,,1530914091.969311,1530914089.98161
46,KIRSTEN_LAST,Memory,0,,,,,,,00773960620fa.jpg,,,,,0.722,2,,,,,,,,1530914095.16918,1530914093.182411
47,KIRSTEN_LAST,Memory,0,,,,,,,00163931230fb.jpg,,,,,0.746,1,,,,,,,,1530914098.370345,1530914096.393023
48,KIRSTEN_LAST,Memory,0,,,,,,,00795941205fa.jpg,,,,,0.49,1,,,,,,,,1530914101.571455,1530914099.584184
49,KIRSTEN_LAST,Memory,0,,,,,,,sunaflojskatpeqyzqp.jpg,,,,,0.372,2,,,,,,,,1530914104.772862,1530914102.785769
