,Unnamed: 0,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Attention Probe,Trial
325,265,4.0,Memory,5.0,,,,,,,00929960627fa.jpg,,,,,0.9490000000000001,1.0,Novel,,,,,,1550789366.581767,1550789368.543228,,
326,266,4.0,Memory,5.0,,,,,,,00727941205fa.jpg,,,,,1.204,1.0,Novel,,,,,,1550789369.797212,1550789371.7615972,,
327,267,4.0,Memory,5.0,,,,,,,sunaibnpvhkdpdnzcnz.jpg,,,,,0.986,1.0,Novel,,,,,,1550789373.0004811,1550789374.9624882,,
328,268,4.0,Memory,5.0,,,,,,,00770941201fa.jpg,,,,,0.8809999999999999,1.0,Novel,,,,,,1550789376.218127,1550789378.184136,,
331,271,4.0,Memory,5.0,,,,,,,00124931230fa.jpg,,,,,0.0,,Novel,,,,,,1550789385.816564,1550789387.785567,,
332,272,4.0,Memory,5.0,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,0.0,,Novel,,,,,,1550789389.017146,1550789390.987652,,
336,276,4.0,Memory,5.0,,,,,,,sunabjzyxcjnmztdonj.jpg,,,,,1.232,2.0,Novel,,,,,,1550789401.843991,1550789403.806792,,
338,278,4.0,Memory,5.0,,,,,,,sunbaoizrfijvhpnnjn.jpg,,,,,1.25,2.0,Novel,,,,,,1550789408.243972,1550789410.208004,,
339,279,4.0,Memory,5.0,,,,,,,sunadkazmlajmohnwfl.jpg,,,,,1.4869999999999999,1.0,Novel,,,,,,1550789411.441669,1550789413.4129279,,
340,280,4.0,Memory,5.0,,,,,,,00264940128fb.jpg,,,,,1.817,2.0,Novel,,,,,,1550789414.664316,1550789416.628221,,
342,282,4.0,Memory,5.0,,,,,,,00662941121fa.jpg,,,,,1.8659999999999999,3.0,Novel,,,,,,1550789421.08261,1550789423.612262,,
343,283,4.0,Memory,5.0,,,,,,,00483940519fa.jpg,,,,,1.484,1.0,Novel,,,,,,1550789424.8464642,1550789426.815701,,
344,284,4.0,Memory,5.0,,,,,,,00834940307fa.jpg,,,,,1.669,1.0,Novel,,,,,,1550789428.050636,1550789430.01566,,
350,290,4.0,Memory,5.0,,,,,,,sunaprnrbmgkomdbchr.jpg,,,,,0.0,,Novel,,,,,,1550789447.270097,1550789449.238592,,
352,292,4.0,Memory,5.0,,,,,,,sunaeisnjeetzmkbuad.jpg,,,,,1.653,3.0,Novel,,,,,,1550789453.689184,1550789455.6570358,,
356,296,4.0,Memory,5.0,,,,,,,00766960620fa.jpg,,,,,1.5519999999999998,2.0,Novel,,,,,,1550789466.497317,1550789468.462951,,
357,297,4.0,Memory,5.0,,,,,,,sunafijbgncijwykrnl.jpg,,,,,0.0,,Novel,,,,,,1550789469.698192,1550789471.6631901,,
322,262,4.0,Memory,5.0,,,,,,,sunaflojskatpeqyzqp.jpg,,,,,1.8330000000000002,3.0,Novel,,,,,,1550789356.927794,1550789358.892427,,
323,263,4.0,Memory,5.0,,,,,,,sunaalhlvzmjmitybdn.jpg,,,,,1.821,3.0,Novel,,,,,,1550789360.1417642,1550789362.10855,,
324,264,4.0,Memory,5.0,,,,,,,00969960627fa.jpg,,,,,1.1540000000000001,4.0,Novel,,,,,,1550789363.363647,1550789365.329905,,
325,265,4.0,Memory,5.0,,,,,,,00929960627fa.jpg,,,,,0.9490000000000001,1.0,Novel,,,,,,1550789366.581767,1550789368.543228,,
326,266,4.0,Memory,5.0,,,,,,,00727941205fa.jpg,,,,,1.204,1.0,Novel,,,,,,1550789369.797212,1550789371.7615972,,
327,267,4.0,Memory,5.0,,,,,,,sunaibnpvhkdpdnzcnz.jpg,,,,,0.986,1.0,Novel,,,,,,1550789373.0004811,1550789374.9624882,,
328,268,4.0,Memory,5.0,,,,,,,00770941201fa.jpg,,,,,0.8809999999999999,1.0,Novel,,,,,,1550789376.218127,1550789378.184136,,
331,271,4.0,Memory,5.0,,,,,,,00124931230fa.jpg,,,,,0.0,,Novel,,,,,,1550789385.816564,1550789387.785567,,
332,272,4.0,Memory,5.0,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,0.0,,Novel,,,,,,1550789389.017146,1550789390.987652,,
336,276,4.0,Memory,5.0,,,,,,,sunabjzyxcjnmztdonj.jpg,,,,,1.232,2.0,Novel,,,,,,1550789401.843991,1550789403.806792,,
338,278,4.0,Memory,5.0,,,,,,,sunbaoizrfijvhpnnjn.jpg,,,,,1.25,2.0,Novel,,,,,,1550789408.243972,1550789410.208004,,
339,279,4.0,Memory,5.0,,,,,,,sunadkazmlajmohnwfl.jpg,,,,,1.4869999999999999,1.0,Novel,,,,,,1550789411.441669,1550789413.4129279,,
340,280,4.0,Memory,5.0,,,,,,,00264940128fb.jpg,,,,,1.817,2.0,Novel,,,,,,1550789414.664316,1550789416.628221,,
342,282,4.0,Memory,5.0,,,,,,,00662941121fa.jpg,,,,,1.8659999999999999,3.0,Novel,,,,,,1550789421.08261,1550789423.612262,,
343,283,4.0,Memory,5.0,,,,,,,00483940519fa.jpg,,,,,1.484,1.0,Novel,,,,,,1550789424.8464642,1550789426.815701,,
344,284,4.0,Memory,5.0,,,,,,,00834940307fa.jpg,,,,,1.669,1.0,Novel,,,,,,1550789428.050636,1550789430.01566,,
350,290,4.0,Memory,5.0,,,,,,,sunaprnrbmgkomdbchr.jpg,,,,,0.0,,Novel,,,,,,1550789447.270097,1550789449.238592,,
352,292,4.0,Memory,5.0,,,,,,,sunaeisnjeetzmkbuad.jpg,,,,,1.653,3.0,Novel,,,,,,1550789453.689184,1550789455.6570358,,
356,296,4.0,Memory,5.0,,,,,,,00766960620fa.jpg,,,,,1.5519999999999998,2.0,Novel,,,,,,1550789466.497317,1550789468.462951,,
357,297,4.0,Memory,5.0,,,,,,,sunafijbgncijwykrnl.jpg,,,,,0.0,,Novel,,,,,,1550789469.698192,1550789471.6631901,,
322,262,4.0,Memory,5.0,,,,,,,sunaflojskatpeqyzqp.jpg,,,,,1.8330000000000002,3.0,Novel,,,,,,1550789356.927794,1550789358.892427,,
323,263,4.0,Memory,5.0,,,,,,,sunaalhlvzmjmitybdn.jpg,,,,,1.821,3.0,Novel,,,,,,1550789360.1417642,1550789362.10855,,
324,264,4.0,Memory,5.0,,,,,,,00969960627fa.jpg,,,,,1.1540000000000001,4.0,Novel,,,,,,1550789363.363647,1550789365.329905,,
325,265,4.0,Memory,5.0,,,,,,,00929960627fa.jpg,,,,,0.9490000000000001,1.0,Novel,,,,,,1550789366.581767,1550789368.543228,,
326,266,4.0,Memory,5.0,,,,,,,00727941205fa.jpg,,,,,1.204,1.0,Novel,,,,,,1550789369.797212,1550789371.7615972,,
327,267,4.0,Memory,5.0,,,,,,,sunaibnpvhkdpdnzcnz.jpg,,,,,0.986,1.0,Novel,,,,,,1550789373.0004811,1550789374.9624882,,
328,268,4.0,Memory,5.0,,,,,,,00770941201fa.jpg,,,,,0.8809999999999999,1.0,Novel,,,,,,1550789376.218127,1550789378.184136,,
331,271,4.0,Memory,5.0,,,,,,,00124931230fa.jpg,,,,,0.0,,Novel,,,,,,1550789385.816564,1550789387.785567,,
332,272,4.0,Memory,5.0,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,0.0,,Novel,,,,,,1550789389.017146,1550789390.987652,,
336,276,4.0,Memory,5.0,,,,,,,sunabjzyxcjnmztdonj.jpg,,,,,1.232,2.0,Novel,,,,,,1550789401.843991,1550789403.806792,,
338,278,4.0,Memory,5.0,,,,,,,sunbaoizrfijvhpnnjn.jpg,,,,,1.25,2.0,Novel,,,,,,1550789408.243972,1550789410.208004,,
339,279,4.0,Memory,5.0,,,,,,,sunadkazmlajmohnwfl.jpg,,,,,1.4869999999999999,1.0,Novel,,,,,,1550789411.441669,1550789413.4129279,,
340,280,4.0,Memory,5.0,,,,,,,00264940128fb.jpg,,,,,1.817,2.0,Novel,,,,,,1550789414.664316,1550789416.628221,,
342,282,4.0,Memory,5.0,,,,,,,00662941121fa.jpg,,,,,1.8659999999999999,3.0,Novel,,,,,,1550789421.08261,1550789423.612262,,
343,283,4.0,Memory,5.0,,,,,,,00483940519fa.jpg,,,,,1.484,1.0,Novel,,,,,,1550789424.8464642,1550789426.815701,,
344,284,4.0,Memory,5.0,,,,,,,00834940307fa.jpg,,,,,1.669,1.0,Novel,,,,,,1550789428.050636,1550789430.01566,,
350,290,4.0,Memory,5.0,,,,,,,sunaprnrbmgkomdbchr.jpg,,,,,0.0,,Novel,,,,,,1550789447.270097,1550789449.238592,,
352,292,4.0,Memory,5.0,,,,,,,sunaeisnjeetzmkbuad.jpg,,,,,1.653,3.0,Novel,,,,,,1550789453.689184,1550789455.6570358,,
356,296,4.0,Memory,5.0,,,,,,,00766960620fa.jpg,,,,,1.5519999999999998,2.0,Novel,,,,,,1550789466.497317,1550789468.462951,,
357,297,4.0,Memory,5.0,,,,,,,sunafijbgncijwykrnl.jpg,,,,,0.0,,Novel,,,,,,1550789469.698192,1550789471.6631901,,
241,311,4.0,Memory,6.0,,,,,,,00191940128fb.jpg,,,,,1.225,1.0,Novel,,,,,,1550789646.737999,1550789648.922173,,
242,312,4.0,Memory,6.0,,,,,,,01010960627fa.jpg,,,,,1.4769999999999999,3.0,Novel,,,,,,1550789650.222327,1550789652.3866289,,
243,313,4.0,Memory,6.0,,,,,,,suncnkvbhypnivcohyx.jpg,,,,,1.192,3.0,Novel,,,,,,1550789653.652421,1550789655.68717,,
245,315,4.0,Memory,6.0,,,,,,,sunaawsdjisukbbginm.jpg,,,,,1.193,3.0,Novel,,,,,,1550789660.3594642,1550789662.628454,,
250,320,4.0,Memory,6.0,,,,,,,00559940519fa.jpg,,,,,1.506,1.0,Novel,,,,,,1550789677.365737,1550789679.418241,,
252,322,4.0,Memory,6.0,,,,,,,00909960530.jpg,,,,,1.8090000000000002,2.0,Novel,,,,,,1550789684.049244,1550789686.131029,,
254,324,4.0,Memory,6.0,,,,,,,sunaahzooisqkwlxwoz.jpg,,,,,1.659,1.0,Novel,,,,,,1550789690.6859028,1550789692.7202141,,
259,329,4.0,Memory,6.0,,,,,,,00095931230fa.jpg,,,,,1.3519999999999999,1.0,Novel,,,,,,1550789707.392472,1550789709.388901,,
260,330,4.0,Memory,6.0,,,,,,,00976960627fa.jpg,,,,,1.6869999999999998,1.0,Novel,,,,,,1550789710.658377,1550789712.7248821,,
261,331,4.0,Memory,6.0,,,,,,,00741941201fa.jpg,,,,,1.8559999999999999,1.0,Novel,,,,,,1550789713.993695,1550789716.1941528,,
262,332,4.0,Memory,6.0,,,,,,,sunaknlirqjqiwbbeeg.jpg,,,,,1.624,1.0,Novel,,,,,,1550789717.4620562,1550789719.47788,,
267,337,4.0,Memory,6.0,,,,,,,sunacjkmnpawfzbyvae.jpg,,,,,1.182,1.0,Novel,,,,,,1550789734.033898,1550789736.053565,,
268,338,4.0,Memory,6.0,,,,,,,sunaobtizabegtwfwul.jpg,,,,,1.699,2.0,Novel,,,,,,1550789737.335639,1550789739.430332,,
269,339,4.0,Memory,6.0,,,,,,,sunaemcowdozyphwknd.jpg,,,,,1.308,2.0,Novel,,,,,,1550789740.7024212,1550789742.766246,,
270,340,4.0,Memory,6.0,,,,,,,00819940307fa.jpg,,,,,1.3319999999999999,2.0,Novel,,,,,,1550789744.03662,1550789746.0505161,,
271,341,4.0,Memory,6.0,,,,,,,00973960627fa.jpg,,,,,1.472,3.0,Novel,,,,,,1550789747.3047369,1550789749.30883,,
274,344,4.0,Memory,6.0,,,,,,,sunbbhqyyzmsxhsbjmp.jpg,,,,,1.959,1.0,Novel,,,,,,1550789757.3249009,1550789759.505329,,
277,347,4.0,Memory,6.0,,,,,,,00882960530fa.jpg,,,,,1.4909999999999999,2.0,Novel,,,,,,1550789767.493942,1550789769.580529,,
278,348,4.0,Memory,6.0,,,,,,,sunahqldjibofgsfdgb.jpg,,,,,1.176,1.0,Novel,,,,,,1550789770.844591,1550789772.829836,,
279,349,4.0,Memory,6.0,,,,,,,sunbbgtoeuzierkkajt.jpg,,,,,1.308,2.0,Novel,,,,,,1550789774.113755,1550789776.193415,,
283,363,4.0,Memory,7.0,,,,,,,sunadcphrizvfpljiqt.jpg,,,,,0.915,2.0,Novel,,,,,,1550789946.169707,1550789948.202458,,
289,369,4.0,Memory,7.0,,,,,,,sunbxzweleltykebgan.jpg,,,,,1.659,3.0,Novel,,,,,,1550789966.27186,1550789968.430206,,
290,370,4.0,Memory,7.0,,,,,,,00827940307fa.jpg,,,,,1.5090000000000001,1.0,Novel,,,,,,1550789969.689397,1550789971.82409,,
291,371,4.0,Memory,7.0,,,,,,,sunahtfxgsrmkiulnwk.jpg,,,,,1.6480000000000001,3.0,Novel,,,,,,1550789973.096164,1550789975.324575,,
293,373,4.0,Memory,7.0,,,,,,,sunaaxjpzcnxligjtjq.jpg,,,,,2.061,1.0,Novel,,,,,,1550789979.963842,1550789982.0767481,,
294,374,4.0,Memory,7.0,,,,,,,sunabzuqsrgcsonqlkz.jpg,,,,,1.368,1.0,Novel,,,,,,1550789983.3488212,1550789985.345201,,
295,375,4.0,Memory,7.0,,,,,,,sunbaejotfklekvpxcz.jpg,,,,,2.124,1.0,Novel,,,,,,1550789986.633035,1550789988.715975,,
296,376,4.0,Memory,7.0,,,,,,,00876960620fa.jpg,,,,,1.8430000000000002,2.0,Novel,,,,,,1550789990.000511,1550789992.066211,,
299,379,4.0,Memory,7.0,,,,,,,01009960627fa.jpg,,,,,1.054,1.0,Novel,,,,,,1550790000.03693,1550790002.120252,,
302,382,4.0,Memory,7.0,,,,,,,00634940928fa.jpg,,,,,1.151,1.0,Novel,,,,,,1550790010.122809,1550790012.303688,,
303,383,4.0,Memory,7.0,,,,,,,00193940928fa.jpg,,,,,1.8319999999999999,3.0,Novel,,,,,,1550790013.592447,1550790015.661649,,
304,384,4.0,Memory,7.0,,,,,,,sunbwaafjdebjzttuvq.jpg,,,,,1.4909999999999999,3.0,Novel,,,,,,1550790016.94285,1550790019.021911,,
305,385,4.0,Memory,7.0,,,,,,,01002960627fb.jpg,,,,,1.6230000000000002,2.0,Novel,,,,,,1550790020.275353,1550790022.293228,,
306,386,4.0,Memory,7.0,,,,,,,00967960627fa.jpg,,,,,1.7,3.0,Novel,,,,,,1550790023.544874,1550790025.565433,,
310,390,4.0,Memory,7.0,,,,,,,00978960627fa.jpg,,,,,1.041,1.0,Novel,,,,,,1550790036.748611,1550790038.732709,,
311,391,4.0,Memory,7.0,,,,,,,00505960627fa.jpg,,,,,1.386,3.0,Novel,,,,,,1550790040.017113,1550790042.034219,,
312,392,4.0,Memory,7.0,,,,,,,sunbddbivbptlrlauhy.jpg,,,,,1.14,2.0,Novel,,,,,,1550790043.318425,1550790045.349161,,
314,394,4.0,Memory,7.0,,,,,,,sunaanlwnpqndclffxt.jpg,,,,,0.326,3.0,Novel,,,,,,1550790049.98142,1550790052.0546482,,
317,397,4.0,Memory,7.0,,,,,,,00133931230fa.jpg,,,,,1.1420000000000001,1.0,Novel,,,,,,1550790060.139534,1550790062.1596198,,
319,399,4.0,Memory,7.0,,,,,,,sunajwqkfsykceonyig.jpg,,,,,1.087,1.0,Novel,,,,,,1550790066.908886,1550790068.922253,,
283,363,4.0,Memory,7.0,,,,,,,sunadcphrizvfpljiqt.jpg,,,,,0.915,2.0,Novel,,,,,,1550789946.169707,1550789948.202458,,
289,369,4.0,Memory,7.0,,,,,,,sunbxzweleltykebgan.jpg,,,,,1.659,3.0,Novel,,,,,,1550789966.27186,1550789968.430206,,
290,370,4.0,Memory,7.0,,,,,,,00827940307fa.jpg,,,,,1.5090000000000001,1.0,Novel,,,,,,1550789969.689397,1550789971.82409,,
291,371,4.0,Memory,7.0,,,,,,,sunahtfxgsrmkiulnwk.jpg,,,,,1.6480000000000001,3.0,Novel,,,,,,1550789973.096164,1550789975.324575,,
293,373,4.0,Memory,7.0,,,,,,,sunaaxjpzcnxligjtjq.jpg,,,,,2.061,1.0,Novel,,,,,,1550789979.963842,1550789982.0767481,,
294,374,4.0,Memory,7.0,,,,,,,sunabzuqsrgcsonqlkz.jpg,,,,,1.368,1.0,Novel,,,,,,1550789983.3488212,1550789985.345201,,
295,375,4.0,Memory,7.0,,,,,,,sunbaejotfklekvpxcz.jpg,,,,,2.124,1.0,Novel,,,,,,1550789986.633035,1550789988.715975,,
296,376,4.0,Memory,7.0,,,,,,,00876960620fa.jpg,,,,,1.8430000000000002,2.0,Novel,,,,,,1550789990.000511,1550789992.066211,,
299,379,4.0,Memory,7.0,,,,,,,01009960627fa.jpg,,,,,1.054,1.0,Novel,,,,,,1550790000.03693,1550790002.120252,,
302,382,4.0,Memory,7.0,,,,,,,00634940928fa.jpg,,,,,1.151,1.0,Novel,,,,,,1550790010.122809,1550790012.303688,,
303,383,4.0,Memory,7.0,,,,,,,00193940928fa.jpg,,,,,1.8319999999999999,3.0,Novel,,,,,,1550790013.592447,1550790015.661649,,
304,384,4.0,Memory,7.0,,,,,,,sunbwaafjdebjzttuvq.jpg,,,,,1.4909999999999999,3.0,Novel,,,,,,1550790016.94285,1550790019.021911,,
305,385,4.0,Memory,7.0,,,,,,,01002960627fb.jpg,,,,,1.6230000000000002,2.0,Novel,,,,,,1550790020.275353,1550790022.293228,,
306,386,4.0,Memory,7.0,,,,,,,00967960627fa.jpg,,,,,1.7,3.0,Novel,,,,,,1550790023.544874,1550790025.565433,,
310,390,4.0,Memory,7.0,,,,,,,00978960627fa.jpg,,,,,1.041,1.0,Novel,,,,,,1550790036.748611,1550790038.732709,,
311,391,4.0,Memory,7.0,,,,,,,00505960627fa.jpg,,,,,1.386,3.0,Novel,,,,,,1550790040.017113,1550790042.034219,,
312,392,4.0,Memory,7.0,,,,,,,sunbddbivbptlrlauhy.jpg,,,,,1.14,2.0,Novel,,,,,,1550790043.318425,1550790045.349161,,
314,394,4.0,Memory,7.0,,,,,,,sunaanlwnpqndclffxt.jpg,,,,,0.326,3.0,Novel,,,,,,1550790049.98142,1550790052.0546482,,
317,397,4.0,Memory,7.0,,,,,,,00133931230fa.jpg,,,,,1.1420000000000001,1.0,Novel,,,,,,1550790060.139534,1550790062.1596198,,
319,399,4.0,Memory,7.0,,,,,,,sunajwqkfsykceonyig.jpg,,,,,1.087,1.0,Novel,,,,,,1550790066.908886,1550790068.922253,,
220,130,28.0,Memory,2.0,,,,,,,sunabcfpwlpolnutyju.jpg,Place,,Face,,1.7590000000000001,3.0,None,,,,,,1556030074.369493,1556030076.8860948,,
230,140,28.0,Memory,2.0,,,,,,,00221940128fa.jpg,Face,,Face,,1.41,3.0,Category,,,,,,1556030112.915161,1556030115.515433,,
320,260,28.0,Memory,5.0,,,,,,,sunbwtlihsuptkrckid.jpg,Place,,Face,,1.05,1.0,Side,,,,,,1556031110.856506,1556031112.902077,,
331,271,28.0,Memory,5.0,,,,,,,sunayaepykrqvenaqqy.jpg,Place,,Face,,1.264,3.0,None,,,,,,1556031147.013431,1556031148.99662,,
337,277,28.0,Memory,5.0,,,,,,,01004960627fa.jpg,Face,,Face,,0.782,1.0,Full,,,,,,1556031166.936285,1556031168.920546,,
339,279,28.0,Memory,5.0,,,,,,,sundbixjudsgeuuehrn.jpg,Place,,Face,,1.386,1.0,Side,,,,,,1556031173.5260699,1556031175.5110831,,
352,292,28.0,Memory,5.0,,,,,,,00963960627fa.jpg,Face,,Face,,0.815,1.0,Category,,,,,,1556031216.2859051,1556031218.274093,,
354,294,28.0,Memory,5.0,,,,,,,01207940128fa.jpg,Face,,Face,,0.902,1.0,Full,,,,,,1556031222.792722,1556031224.806515,,
320,260,28.0,Memory,5.0,,,,,,,sunbwtlihsuptkrckid.jpg,Place,,Face,,1.05,1.0,Side,,,,,,1556031110.856506,1556031112.902077,,
331,271,28.0,Memory,5.0,,,,,,,sunayaepykrqvenaqqy.jpg,Place,,Face,,1.264,3.0,None,,,,,,1556031147.013431,1556031148.99662,,
337,277,28.0,Memory,5.0,,,,,,,01004960627fa.jpg,Face,,Face,,0.782,1.0,Full,,,,,,1556031166.936285,1556031168.920546,,
339,279,28.0,Memory,5.0,,,,,,,sundbixjudsgeuuehrn.jpg,Place,,Face,,1.386,1.0,Side,,,,,,1556031173.5260699,1556031175.5110831,,
352,292,28.0,Memory,5.0,,,,,,,00963960627fa.jpg,Face,,Face,,0.815,1.0,Category,,,,,,1556031216.2859051,1556031218.274093,,
354,294,28.0,Memory,5.0,,,,,,,01207940128fa.jpg,Face,,Face,,0.902,1.0,Full,,,,,,1556031222.792722,1556031224.806515,,
320,260,28.0,Memory,5.0,,,,,,,sunbwtlihsuptkrckid.jpg,Place,,Face,,1.05,1.0,Side,,,,,,1556031110.856506,1556031112.902077,,
331,271,28.0,Memory,5.0,,,,,,,sunayaepykrqvenaqqy.jpg,Place,,Face,,1.264,3.0,None,,,,,,1556031147.013431,1556031148.99662,,
337,277,28.0,Memory,5.0,,,,,,,01004960627fa.jpg,Face,,Face,,0.782,1.0,Full,,,,,,1556031166.936285,1556031168.920546,,
339,279,28.0,Memory,5.0,,,,,,,sundbixjudsgeuuehrn.jpg,Place,,Face,,1.386,1.0,Side,,,,,,1556031173.5260699,1556031175.5110831,,
352,292,28.0,Memory,5.0,,,,,,,00963960627fa.jpg,Face,,Face,,0.815,1.0,Category,,,,,,1556031216.2859051,1556031218.274093,,
354,294,28.0,Memory,5.0,,,,,,,01207940128fa.jpg,Face,,Face,,0.902,1.0,Full,,,,,,1556031222.792722,1556031224.806515,,
285,365,28.0,Memory,7.0,,,,,,,00895960530fa.jpg,Face,,Place,,0.738,1.0,Side,,,,,,1556031782.558636,1556031784.9814339,,
289,369,28.0,Memory,7.0,,,,,,,sunamczizlzavhzhpay.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1556031797.946343,1556031800.293957,,
291,371,28.0,Memory,7.0,,,,,,,00919960620fa.jpg,Face,,Place,,0.809,1.0,None,,,,,,1556031805.7828279,1556031808.345058,,
296,376,28.0,Memory,7.0,,,,,,,00933960627fa.jpg,Face,,Place,,0.759,1.0,None,,,,,,1556031825.388991,1556031827.818127,,
306,386,28.0,Memory,7.0,,,,,,,sunaivdylrawbmhryfp.jpg,Place,,Place,,1.31,2.0,Full,,,,,,1556031863.8011599,1556031866.3880632,,
307,387,28.0,Memory,7.0,,,,,,,sunapwjkcxdaeqehfql.jpg,Place,,Place,,2.21,2.0,Category,,,,,,1556031867.669359,1556031870.482649,,
312,392,28.0,Memory,7.0,,,,,,,sunapmfmzadmosuogaz.jpg,Place,,Place,,1.476,3.0,Category,,,,,,1556031887.7758222,1556031890.611339,,
318,398,28.0,Memory,7.0,,,,,,,00848940307fa.jpg,Face,,Place,,0.8590000000000001,3.0,Side,,,,,,1556031911.0671241,1556031913.429331,,
285,365,28.0,Memory,7.0,,,,,,,00895960530fa.jpg,Face,,Place,,0.738,1.0,Side,,,,,,1556031782.558636,1556031784.9814339,,
289,369,28.0,Memory,7.0,,,,,,,sunamczizlzavhzhpay.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1556031797.946343,1556031800.293957,,
291,371,28.0,Memory,7.0,,,,,,,00919960620fa.jpg,Face,,Place,,0.809,1.0,None,,,,,,1556031805.7828279,1556031808.345058,,
296,376,28.0,Memory,7.0,,,,,,,00933960627fa.jpg,Face,,Place,,0.759,1.0,None,,,,,,1556031825.388991,1556031827.818127,,
306,386,28.0,Memory,7.0,,,,,,,sunaivdylrawbmhryfp.jpg,Place,,Place,,1.31,2.0,Full,,,,,,1556031863.8011599,1556031866.3880632,,
307,387,28.0,Memory,7.0,,,,,,,sunapwjkcxdaeqehfql.jpg,Place,,Place,,2.21,2.0,Category,,,,,,1556031867.669359,1556031870.482649,,
312,392,28.0,Memory,7.0,,,,,,,sunapmfmzadmosuogaz.jpg,Place,,Place,,1.476,3.0,Category,,,,,,1556031887.7758222,1556031890.611339,,
318,398,28.0,Memory,7.0,,,,,,,00848940307fa.jpg,Face,,Place,,0.8590000000000001,3.0,Side,,,,,,1556031911.0671241,1556031913.429331,,
285,365,28.0,Memory,7.0,,,,,,,00895960530fa.jpg,Face,,Place,,0.738,1.0,Side,,,,,,1556031782.558636,1556031784.9814339,,
289,369,28.0,Memory,7.0,,,,,,,sunamczizlzavhzhpay.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1556031797.946343,1556031800.293957,,
291,371,28.0,Memory,7.0,,,,,,,00919960620fa.jpg,Face,,Place,,0.809,1.0,None,,,,,,1556031805.7828279,1556031808.345058,,
296,376,28.0,Memory,7.0,,,,,,,00933960627fa.jpg,Face,,Place,,0.759,1.0,None,,,,,,1556031825.388991,1556031827.818127,,
306,386,28.0,Memory,7.0,,,,,,,sunaivdylrawbmhryfp.jpg,Place,,Place,,1.31,2.0,Full,,,,,,1556031863.8011599,1556031866.3880632,,
307,387,28.0,Memory,7.0,,,,,,,sunapwjkcxdaeqehfql.jpg,Place,,Place,,2.21,2.0,Category,,,,,,1556031867.669359,1556031870.482649,,
312,392,28.0,Memory,7.0,,,,,,,sunapmfmzadmosuogaz.jpg,Place,,Place,,1.476,3.0,Category,,,,,,1556031887.7758222,1556031890.611339,,
318,398,28.0,Memory,7.0,,,,,,,00848940307fa.jpg,Face,,Place,,0.8590000000000001,3.0,Side,,,,,,1556031911.0671241,1556031913.429331,,
285,365,28.0,Memory,7.0,,,,,,,00895960530fa.jpg,Face,,Place,,0.738,1.0,Side,,,,,,1556031782.558636,1556031784.9814339,,
289,369,28.0,Memory,7.0,,,,,,,sunamczizlzavhzhpay.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1556031797.946343,1556031800.293957,,
291,371,28.0,Memory,7.0,,,,,,,00919960620fa.jpg,Face,,Place,,0.809,1.0,None,,,,,,1556031805.7828279,1556031808.345058,,
296,376,28.0,Memory,7.0,,,,,,,00933960627fa.jpg,Face,,Place,,0.759,1.0,None,,,,,,1556031825.388991,1556031827.818127,,
306,386,28.0,Memory,7.0,,,,,,,sunaivdylrawbmhryfp.jpg,Place,,Place,,1.31,2.0,Full,,,,,,1556031863.8011599,1556031866.3880632,,
307,387,28.0,Memory,7.0,,,,,,,sunapwjkcxdaeqehfql.jpg,Place,,Place,,2.21,2.0,Category,,,,,,1556031867.669359,1556031870.482649,,
312,392,28.0,Memory,7.0,,,,,,,sunapmfmzadmosuogaz.jpg,Place,,Place,,1.476,3.0,Category,,,,,,1556031887.7758222,1556031890.611339,,
318,398,28.0,Memory,7.0,,,,,,,00848940307fa.jpg,Face,,Place,,0.8590000000000001,3.0,Side,,,,,,1556031911.0671241,1556031913.429331,,
201,111,28.0,Memory,2.0,,,,,,,sunagjeesomrwjsfqie.jpg,,,,,1.96,2.0,Novel,,,,,,1556030001.744925,1556030004.546397,,
205,115,28.0,Memory,2.0,,,,,,,sunabrlndkruqokhury.jpg,,,,,1.109,2.0,Novel,,,,,,1556030017.583805,1556030020.116004,,
207,117,28.0,Memory,2.0,,,,,,,sunbondbduabvijnmch.jpg,,,,,1.4240000000000002,3.0,Novel,,,,,,1556030025.0703142,1556030027.665672,,
208,118,28.0,Memory,2.0,,,,,,,sunalntxqqadigcletd.jpg,,,,,1.4409999999999998,1.0,Novel,,,,,,1556030028.937717,1556030031.700557,,
210,120,28.0,Memory,2.0,,,,,,,00069931230fb.jpg,,,,,1.8419999999999999,2.0,Novel,,,,,,1556030037.022994,1556030039.5199962,,
211,121,28.0,Memory,2.0,,,,,,,00986960627fa.jpg,,,,,1.817,3.0,Novel,,,,,,1556030040.858272,1556030043.2700331,,
